trial,score,best_epoch,val_mae,val_sigma,val_bias,val_eta_15,n_conv_blocks,n_dense_layers,n_units,kernel_size,dropout_rate,learning_rate,weight_decay,activation,batch_size
1,0.028300924226641655,27,0.028300924226641655,0.016167636960744858,0.007798685692250729,0.011978199676588608,3,2,384,11,0.18682099526511076,0.0037183641805732083,9.539146722066813e-06,elu,256
112,0.03372595086693764,11,0.03372595086693764,0.020131638273596764,-0.009212806820869446,0.011978199676588608,4,3,640,15,0.1694869117434708,0.002212624471026522,0.00013082043549637038,relu,64
0,0.03790224716067314,25,0.03790224716067314,0.024105897173285484,-0.003747166832908988,0.035934599029765826,2,4,768,11,0.3098528437324805,0.0015930522616241021,0.0005093521419362401,elu,256
114,0.03912443667650223,10,0.03912443667650223,0.025764351710677147,-0.0005587211926467717,0.11379289692759179,3,1,576,11,0.20444859872673454,0.0017790228251493324,1.6865215648976173e-05,swish,128
10,0.039242345839738846,20,0.039242345839738846,0.02569795958697796,-0.0018911396618932486,0.06588009822123735,1,1,128,25,0.13180606316032537,0.00011952270129143859,5.042776701013677e-05,relu,64
7,0.0411212295293808,12,0.0411212295293808,0.02586119808256626,-0.00452016107738018,0.07186919805953165,3,4,960,25,0.2954044297767479,0.005265761277157428,2.1118006447731506e-06,relu,128
9,0.04133375361561775,16,0.04133375361561775,0.025575773790478706,0.007308943197131157,0.15571659579565192,2,4,320,15,0.16033493981577596,0.0018391267498289018,0.00028426667293593894,swish,256
11,0.04513474553823471,5,0.04513474553823471,0.026574963703751564,-0.012791958637535572,0.023956399353177216,1,3,576,21,0.2698098309918167,0.009652338212163034,2.193944044388892e-06,swish,32
2,0.04581400007009506,19,0.04581400007009506,0.028164085000753403,0.0068954238668084145,0.18566209498712344,4,4,384,15,0.19855307303338104,0.00011715937392307068,0.002459496283204652,elu,256
3,0.04612203687429428,5,0.04612203687429428,0.02861073613166809,-0.009913875721395016,0.005989099838294304,4,4,960,15,0.06356818667316143,0.0004473636174621269,4.1853531516021084e-05,elu,256
6,0.04880368337035179,6,0.04880368337035179,0.031103556975722313,0.00628297682851553,0.07186919805953165,2,3,960,21,0.0730939729486379,0.0003797544798678418,7.060740621969176e-06,relu,256
16,0.05236681178212166,7,0.05236681178212166,0.035510431975126266,0.007480207365006208,0.059890998382943046,4,2,192,21,0.2261790363559942,0.00023230898414170666,0.00013352150108786066,swish,128
5,0.07538790255784988,2,0.07538790255784988,0.05396685004234314,0.012410399504005909,0.06588009822123735,2,3,704,11,0.27823551458506923,0.0013260331922696556,0.0008331634733107854,elu,256
